Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Estimacion Fibonacci),Campo personalizado (Estimación Fibonacci),Campo personalizado (Fecha de inicio),Campo personalizado (Priorizacion MoSCoW),Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
ST5.8 Definir respuesta para datos inválidos.,AR-366,10791,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:26 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002xn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:26 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.9 Documentar endpoint.,AR-367,10792,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:26 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002xv:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:26 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
"ST6.1 Agregar 'PACIENTE_CREAR' al mapa ROLE_PERMISSIONS        (Administrador, Recepcionista)",AR-369,10794,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:31 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002yb:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:31 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.2 Asociar permiso con Administrador.,AR-370,10795,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002yj:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.3 Asociar permiso con Recepcionista.,AR-371,10796,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002yr:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.4 Proteger endpoint.,AR-372,10797,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002yz:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.5 Probar acceso de Administrador.,AR-373,10798,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002z7:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.6 Probar acceso de Recepcionista.,AR-374,10799,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002zf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.7 Probar rechazo de Médico.,AR-375,10800,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002zn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
ST6.8 Probar rechazo de Paciente.,AR-376,10801,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:32 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002zv:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:32 PM,10793,AR-368,T6_HU09 Implementar autorización
"ST7.1 Crear pantalla ""Registrar paciente"".",AR-378,10803,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0030b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.2 Crear campo Nombres.,AR-379,10804,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0030j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.3 Crear campo Apellidos.,AR-380,10805,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0030r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.4 Crear campo CI.,AR-381,10806,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0030z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.5 Crear campo Fecha de nacimiento.,AR-382,10807,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00317:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.6 Crear selector de sexo.,AR-383,10808,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0031f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.7 Crear campo Teléfono.,AR-384,10809,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:34 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0031n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:34 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.8 Crear campo Correo.,AR-385,10810,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:35 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0031v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:35 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.9 Implementar validaciones.,AR-386,10811,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:35 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00323:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:35 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.10 Conectar formulario con API.,AR-387,10812,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:35 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0032b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:35 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.11 Mostrar errores.,AR-388,10813,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:35 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0032j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:35 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST7.12 Mostrar confirmación.,AR-389,10814,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:35 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0032r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:35 PM,10802,AR-377,T7_HU09 Implementar interfaz
ST8.1 Registrar paciente correctamente.,AR-391,10816,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:36 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00337:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:36 PM,10815,AR-390,T8_HU09 Pruebas
ST8.2 Registrar paciente con CI duplicado.,AR-392,10817,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:36 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0033f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:36 PM,10815,AR-390,T8_HU09 Pruebas
ST8.3 Registrar paciente con nombres vacíos.,AR-393,10818,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:36 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0033n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.4 Registrar paciente con apellidos vacíos.,AR-394,10819,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:29 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0033v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.5 Registrar paciente con CI inválido.,AR-395,10820,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00343:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.6 Registrar paciente con fecha inválida.,AR-396,10821,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0034b:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.7 Registrar paciente con correo inválido.,AR-397,10822,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0034j:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
"ST8.8 Registrar paciente sin cuenta de usuario, si el modelo lo permite.",AR-398,10823,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0034r:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.9 Registrar paciente asociado a usuario.,AR-399,10824,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0034z:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.10 Intentar registrar paciente sin permisos.,AR-400,10825,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i00357:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.11 Verificar persistencia en PostgreSQL.,AR-401,10826,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0035f:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST8.12 Verificar integridad de la relación PACIENTE → USUARIO.,AR-402,10827,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:37 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0035n:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:37 PM,10815,AR-390,T8_HU09 Pruebas
ST4.3a Validar formato de correo solo si el campo fue provisto (opcional),AR-404,10829,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:45 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i0035v:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:45 PM,10493,AR-68,T4_H05 Implementar lógica de negocio (UsuarioService)
T7_HU09 Implementar interfaz,AR-377,10802,Tarea,En revisión,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:33 PM,27/ago/26 12:53 PM,,,,0,Crear el formulario que utilizará recepción.,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-12,,0|i0035v:0i,,,,,,Sprint 2,,,,,En curso,27/ago/26 12:53 PM,,,
T5_H05 Implementar endpoint de registro,AR-76,10501,Tarea,En revisión,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 11:19 AM,27/ago/26 12:53 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-8,,0|i0035v:1,,,,,,Sprint 2,,,,,En curso,27/ago/26 12:53 PM,,,
T5_H06 Implementar middleware de autenticación,AR-142,10567,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 12:27 PM,27/ago/26 2:03 PM,,27/ago/26 2:03 PM,,0,"Esta tarea permite que las demás funcionalidades sepan si existe un usuario autenticado.


ejemplo de procso:
GET /api/pacientes
        │
        ▼
¿JWT válido?
   │          │
  NO         SÍ
   │          │
  401         ▼
          Controller",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-9,,0|i0035v:102,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:03 PM,,,
T7_HU07 implementar interfaz de gestión,AR-227,10652,Tarea,En revisión,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 4:59 PM,27/ago/26 12:55 PM,,,,0,Crear la pantalla para que el administrador pueda gestionar los roles.,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-10,,0|i0035v:10201,,,,,,Sprint 2,,,,,En curso,27/ago/26 12:55 PM,,,
T1_HU08 Definir matriz de permisos,AR-250,10675,Tarea,En revisión,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:15 PM,27/ago/26 12:55 PM,,,,0,"Resultado esperado o similar:


PERMISO
────────────────────────────
USUARIO_CREAR
USUARIO_CONSULTAR
ROL_ASIGNAR
PACIENTE_CREAR
PACIENTE_CONSULTAR
CITA_CREAR
CITA_CANCELAR
CONSULTA_CREAR
DIAGNOSTICO_CREAR
HISTORIA_CONSULTAR
FACTURA_CREAR

(y varios otros permisos basados en la matriz de permisos)
...",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-11,,0|i0035v:102010i,,,,,,Sprint 2,,,,,En curso,27/ago/26 12:55 PM,,,
